,txt
152,"예, 당신은 그것을 볼 수 있습니다.오, 당신은 전화를 할 수 있습니다.어디에 있나요?오, 저는 서울 중앙 검찰청의 금융 범죄 예방 조사 계획 팀입니다. 돈의 기소 때문에 몇 가지 사항에 연락을 받았습니다.당신은 당신에게서가 아닙니다."
153,"그렇습니다. 그 이름으로 인해 몇 가지 사실에 연락했습니다. 그러나 지금 우리는 금고 시점에 근사 신용 카드와 대포 은행 계좌를 발견하고 압수했을 때, 우리는 Nonghyup과 Shinhan 은행 계좌가 압수하고 검색했습니다.현장에서 불법 계정으로 사용되는 것은 이것을 묻습니다.카드 나 은행 계좌가 없으므로 은행 책이나 카드가 없습니다. 예, 예, 한 번 확인하고 Yoordi에게 전화하겠습니다.서울 중앙 검찰"
154,"그것은 네 예, 나는 내 이름의 좋은 도둑 때문에 약간의 확인에 연락을 취했다."
157,"아니요, 서울 중앙 검찰은 Kim Min -Gyu Kim Min -seok Investigator라고 불립니다. 다른 사람이 한 달에 20 일 동안 법에 따라 개정되었습니다.010 전화로 조사를 위해 통보를 받았기 때문에 연락을 드렸습니다.당신이 당신을 만나면, 당신은 대표들 중 일부를 만나고, 2 차 피해를 방지하기 위해 담당자를 분류 할 것입니다. 나는 이것이 유출되었는지 또는 매일 파티가 당신의 개인 정보를 유출하고 은행 책을 만들었는지 당신에게 연락했습니다.M을 할 것입니다.하지만 지금은 내가 지금 부르는 상황을 믿을 수 없습니다. 나는 그것을하지 않습니다.내가 그들 중 일부를 만났을 때, 나는 방금 은행 계좌를 만들었 음을 확인하고 확인합니다. 내가 문제이고 검찰과 연결되어 있다면, 사례 번호, 사건 또는 다양한 문제로 그의 검찰에게 정확하게 말할 것입니다.. 나는 어리석은 일 이었지만 지금은 지금 일하고 있었지만 5 분 후에는 한동안 걸을 수 없습니다."
158,
161,"우선, Geumyoung 불법 철회기구를 추천하는 사이트에서는 많은 양의 대통령과 개인 ID가 있습니다.발견 된 돈으로 인해 발견 된 증거의 확인으로 인해 발견되었습니다. 불법적 인 돈 씻기는 공개 계정을 통해 총 4 천 5 백만 원을 위해 이루어 졌다는 것이 확인되었습니다. 그래서 나는 당신에게 연락을 취했습니다.최근의 사회적 문제인 개인 정보의 최근에 의문의 여지가 있다면 롯데 백화점 National Agriculture Cooperatives를 볼 수 있습니다. 뒤쪽에서 나는 노란색 포스트였습니다. 그래서 메모에 대한 메모를 받았습니다.그러나 당신은 이메일 ID에 갔다. 메모를 할 수 있을까요?예. 그것은 Palang의 문제입니다. 정확한 사건의 사례가 설명되어 있으며, 사건의 경우조차도, 사건의 책은 이미 교사의 거주지에 있습니다. 그것은 처리 과정이었습니다.오늘 방금 교사에게 연락하여 사전에 통보 할 내용으로 인해 미리 연락을 취했습니다. 서울 메트로폴리탄 경찰청에서 한 번 내 방을해야합니다. 개인 정보가 유출되면 대체 피해자로서 사람들이 있습니다.예를 들어, 어떤 사람들은 그들이 살기 어려운 지 모르고 우리의 범죄에 의해 착취 당하는지 모르겠습니다. 이것은 상황입니다. 아니, 당신은 의도적으로 계정을 양도 한 용의자인지 또는 사람인지 이해할 수 있습니다.개인 정보의 유출로 인해이 이름에 사용 된 사람.이 두 부분은 현재 조사에 중점을두고 있기 때문에 조사에 협력 할 시간이 있습니다. 목소리는 설문 조사에서 필기 서명과 동일합니다.호흡 음성 기록 중에 타이밍이 혼합되면 음성이 혼합되거나 주변 소음이 심각합니다. 불리한 부분이 있으므로 NOI가있는 곳에서 전화를 요청하고 싶습니다.내 주변의 SE는 녹음 중에 혼합되지 않았으며 귀하는 우리의 계정에 의해 확인되었습니다.나는 직접 발급하는 데 도움이되지 않았습니다. 지난 3 년 안에 OK 휴대 전화를 변경했거나 장치를 변경했으며 횡령에 대해 흥분합니다.사실, 나는 그것을 기억할 수 없습니다. 사건을 통해 유지와 ID 카드를 만드는 경우도 일주일 동안 확인되었으며 미리 요청을 받았습니다.그렇습니다. 교사 인터넷 뱅킹 스마트 뱅킹 텔레 뱅킹은 그 동안 사용되었습니다.은행에서 40 승. 많은 사람들이 있습니다. 실버 차단 또는 인터넷에서 인터넷을 관리하더라도 이러한 부품조차도 인터넷에서 인터넷에서 해킹하여 해킹 및 인출하여 계산됩니다.가치가 될 것입니다.보호 감시 인 질병 교사 인 경우 정보가 유출되거나 도둑질 사건에 관여했으며 조사 기간의 모니터링 및 관리는 전국 경찰 기관의 U & Device 서버에서 조사 기간에 포함됩니다.. 나는 먼저 교사뿐만 아니라이 경우에 완료된 사람도 먼저 말할 것이며 계정 추적 문의가 먼저 입력 될 것입니다.불법 자금을 파괴하거나 증거를 파괴해야하므로 숫자 절차에 필요할 필요가 있습니다. 현재 이러한 불만 사항이있는 경우 먼저 은행의 예금 보호법을 먼저 사용할 수 있습니다.. 예금에서 철수하고 카드를 사용하고 동일하게 사용할 수있는 것도 마찬가지로 서울 메트로폴리탄 경찰청에 즉시보고해야합니다. 피해자의 피해자라면 여성의 경우구직 문의, 배송법 에서이 은행의 예금 보호법을 이행하려면 지불을 중단 할 것입니다.소송과 4 개의 Woori 은행과 우리는 앞에서 언급 한 Woori Bank를 보낼 수 있으므로이 차의 세 번째 손해를 입을 수 있습니다.Woori Bank Bank를 언급하고 싶습니다. 금융 감독 서비스에 대한 궁금한 점이 있고 언제든지 질문이나 질문이 있으시면 언제든지 문의하십시오."
164,"안녕하세요, 맞습니까?안녕하세요, Busan High Prosecutors 'Office 형사 Kim Na -Young Investigator. 요즘 각 은행이나 카드 회사에서 개인 정보가 손실되면 각 은행이나 카드 회사에서 많은 개인 정보를 잃어 버렸습니다."
165,"간단한 문제 때문에 연락하지 않았습니다. 은행이나 카드 회사의 개인 정보 유출이 많았습니다.피해를 피하는 경우가 있었으며, 요산 은행 앞에서 8 천 8 백만 원에 대한 불법 자금이 포함되어 있습니다.이 계정에 대해 알고 있습니까?"
166,당신은 당신이 그것을 모른다는 것을 알고 있습니다.우리는이 지역에서 건강하기 때문에 건강합니다. 해외에서 해외로 자금 세탁을위한 인용으로 사용되었다고합니다.
167,"NEA 그러나 나는 이것을 기억할 수 없다.저는 36 세의 Kim Min -cheol.well, 내가 Kim Min -Cheol 씨에게 연락 한 이유는 내가 Kim Min -Cheol이라는 이름으로 열린 Nonghyup 및 Kookmin Bank 계정을 사용하고 있었기 때문입니다.당신이 그것을 알고 있는지 알고 있습니다.나는 전혀 몰랐다.오, 요, 요오와, 은행은 어떤 은행입니까? 은행 책으로 판매하거나 이체 한 것과 같은 것은 없습니다. 배포는 휴대폰이거나 팀 리더가 예를 보았습니다. 저는 우리에게 연락 할 수밖에 없습니다.개인 정보가 유출되어 유출 되었기 때문입니다.아버지는 Kim Min -Ja와 관련이 있습니다. 나는 내가 맞았는지 몰랐지만 미리 해킹당했습니다."
169,
173,"음료는 없지만 최근 몇 년 동안이 3 년 동안 식별 할 수있는 개인 정보 나 라이센스 일 수있는 물건을 잃어 버리거나 배포했습니다. 겨울에는 잃어 버렸지 만 고기와 나는 겨울을 잃었습니다.내가 연락 한 이유는 당신 이이 두 계정을 열었 기 때문입니다. 그리고 당신이 재무 비용이나 돈을 받거나 판매하거나 판매 한 경우, 개인 정보 유출로 인해 피해를 입은 피해자는 유출되었습니다.확인에 연락을 취했습니다. 나는 당신에게 연락하여 이것을보기 위해 현상을 보았습니다.예, 이것은 지금부터 우리의 직접적인 사례입니다. 차선이 처벌 할 수 있습니다."
174,"예, 손으로 쓴 서명과 동일한 효과가있는 경우 음성 전사의 음성이 음성 녹음과 혼합되고 음성 녹음 전화가 남아 있습니다.전화를 받고 주교를 얻으십시오.죄송합니다.나는 바쁘다.이제 바쁠거야.몇 가지 사항을 물어볼 것입니다. 계정에 의해 확인되었지만 발행되거나 도움을 받았다면 도움을 드릴 것입니다. Yoheung Ida Pyeongso에 많은 대출이나 전화를 걸었습니까?이제 SC 표준 은행을 다루고 있습니다. 책이 없습니다. 무엇입니까?그러면 이번 주에 본사를 방문해야합니다. 어떻게합니까?"
175,"당신이 지금 음란 한 소리를 들으면, 불가피하다는 것이 불가피하다는 것이 불가피하다는 것이 불가피하다는 것이 불가피하다는 것이 불가피하다. 당신은 발신자가 옳다는 것을 알고 있습니까?발작 부분. 나머지 통화의 잔재는 다른 피해자의 개인 이름을 가진 다른 은행에 이름을 재사용하거나 개방 할 가능성이 높습니다.당신은 진술을 할 수 있습니다.이 세 가지 금융 부문을 제외하고 다른 금융 부문과 함께 금융 부문에서 개방 된 경우, 나는 그것을 동결 할 것입니다. 대출 부정적인 계정이나 주택 가입과 같은 것을 사용하지 않습니까? 마지막으로, 당신이 얼마나 많은지 생각한다면계정에, 우리는 당신의 금융 부문에서 그것을 인정할 수 있습니까? 내가 얼마나 가지고 있어야합니까? 이것은 옳습니다.맞습니다. 처리 될 때 나중에 어떻게 꺼 집니까?당신이 자신을 종료하지 않고 피해자라는 것을 보여 주면, 우리는 그것을 끝내고 다시 사용할 수 있습니다. 그것은 당신이 만든 약 15 분입니다.예를 들어이 부분에 문제가있는 경우, 문제가 있거나 진술하지 않으면 사본 주소와 소환 스테이션으로 날아갈 것입니다. 감사합니다."
176,"예, 어디에 있습니까?서울 지방 검사의 사무실 금융 경제 근면 팀 유진 조사관.수백만 원.당신이 내가 모른다는 것을 알고 있는지 모르겠습니다. 당신이 당신의 ID 카드를 가져 와서 은행에 가고 싶다면.어머니의 계정은 발행되지 않았지만 용의자 나 피해자가 용의자인지 피해자인지 알 수 있습니다. 계정에서 벗어날 수있는 사람들이있었습니다.부정적인 계정 또는 대출 계정이 개설되었으므로 PD가 피한 사람들은이를 업로드하라고 말했습니다."
177,
178,"그것은 많은 스팸 편지이지만, 나는 한 번도 없었지만 그런 것은 없지만 최근 몇 년 동안 그렇게한다면 최근 몇 년 동안 ID 카드 나 지갑 여권 여권 건물로 길을 잃었습니다. 그렇습니다.Dangan -Dong, Yeongdeungpo -Gu. 당 Kim Young -Tae와 Inje 공범은 번개에 있었지만 체포 현장에서 비 Ghyup 은행과 신한 은행 김은 그의 이름으로 발견되었습니다.우리는 범죄에서 발견되었으므로 즉시 동결 과정을 얼립니다.이 계정에 대해 알고있는 부분이 있습니까?아니요, 나는 그것을 잊지 않고 아무것도 없습니다. 은행의 대조의 결과로, 그것은 2015 년 4 월 9 일 목요일입니다. 이것은 Munrae -Dong, Yeongdeungpo -Gu, Seoul, Seoul의 Nonghyup 은행 계좌입니다.Shinhan 은행 계좌가 Dangsan -Dong Dangsan Station Branch에서 개설되었음을 확인했습니다.나는 오늘 그것을 가지고 있지 않았다. 나는 운영자이다.나는 등록이다.나는 내가 누구를 모르는 지 모르겠다.돈을 위해 그것을 샀지 만 지금은 그런 것이 없다고 말합니다. 지금은 돈을 받았고 돈을 받았으며 은행 계좌를 열었습니다. 심지어 내가 추측했지만, 나는 서두르고 지금은 돈이 필요하다고 생각합니다.개인 정보가 전달 될 때까지 유출되었지만, 아시다시피, 은행 책이 열릴 것이라는 것을 알고 있다면 신분증 카드를 가져와 은행에 가서 은행 계좌에서 해결을 받아야합니다.이제 우리는 그것을 조사하고 있습니다. 그것은 Inje Mathematics Family Infe의 과정에서 공개되었지만, 은행 직원의 직원과 카드 회사와 의사 소통 한 직원 조차도이 사건과 관련이 있습니다.이 현상은 알지 못했고 부상 피해자가 KN이 아니라는 것을 몰랐습니다.그렇기 때문에 Pitua Inje의 개인 정보가 유출되었다고 생각하지만 이제는 은행 계좌를 찾은 것이 좋습니다. 재정적 손상을 입을 수 있다는 것은 좋은 일입니다. 소환장 조사를 받아야합니다.그러나 나는 Jokbal과 함께 할 필요가 없습니다. 나는 더 이상 피해를 막기 위해 그것을 보호 할 것입니다. 피해자가 실제로 정확하다면, 당신은 당신이 부상 피해자의 피해자의 피해자임을 증명할 수 있습니다.나는 부상의 증거로서 사용자입니다. 나는 직업입니다.그렇습니다. 당신이 재무 측면과 관련된 사람이라면 숨길 시간이 있다면 미래에 부상에 적용될 수 있다고 말할 것입니다.오, 창고에서 역 조사를 시작하겠습니다. 피가 많이 있습니다.나는 당신에게 많이 연락했습니다. 나는 계속 돌아올 것입니다.나는 은행 계좌가 전혀 없다. 나는 그것이 내가 아는 방법을 모른다는 것을 모른다.나는 이것이 무엇인지 모르겠다, 나는 모른다.거기에 나오지 않습니다.거기에서 처리되었습니다.지금 녹음하고 있습니다. 나는 그것을하지 않지만, 당신은 어떻게 토끼 케이스 번호를 여러 번 가지고 있습니까? 당신을 돌봐주십시오."
180,"우선, 나는 내 팔을 체포했다.그렇습니다. 나는 이미 모든 닭에 대해 불법 기금을 몇 천으로 씻었습니다.나는 내가 알고있는 것을 알았지 만 그 돈을 위해 그것을 샀지 만, 내 인생의 어려움 때문에 내 은행 책을 팔지 않았다.현재 은행 직원은 거의 없습니다. 재산과 신용에 문제가있을 수 있습니다. 그래서 회사는 이제 피해자가되었고, 피해가 10 원입니다. 나는 조사를 중단하고 그 중지 할 수 있습니다.검찰 사무실.yon에 갈 게요.그럼 나는 거기에있을거야.오늘 갈 게요.지금 바로 갈 게요. yoa yes, 곧 올게요"
181,"부분이 있으므로 서명을 줄 것입니다.이 부분과 약간의 연결이 있다면 말해 줄 부분이 있습니다. 이것이 팀의 팀입니다.이 팀은 팀입니다.2015 년 4 월 15 일, 2015 년 4 월 15 일에 우리는 지금 건강한 상황입니다. 지금은 그 부분에 대해 알고 연락을 취했습니다. 나는 들어 오지 않았기 때문에 내가 갔다고 말하지 않았습니다.내 계정으로 내 계정으로.이제 이것은 Bankbook의 은행 계좌입니다. 연락처를 떠나면 저에게 연락하여 저에게 연락하겠습니다. 지금 소환장을 보내 드리겠습니다.등록 된 메일로 1 ~ 15 일이 걸릴 것입니다.중앙 집중식 금속과 같은 것.그런 다음 모든 것을 알아 내고 나가는 영화 현실이라고 부릅니다."
182,"오, 내 이름은 이제 모양입니다.이제 은행 계좌 금융 사기 범죄를 감당할 수있었습니다. 오, 지금 사용하고 있습니다.나는 지금 그것에 대해 조금 말할 것입니다.나는 Kim Hyun -woo라는 것을 알고 있습니다. 프로세스에서 우리는 신용 카드 보안 카드와 Cannon Bank Account를 압수했습니다.이 계정의 휴식 여부에 대한 정보가 있습니까?나는 둘을 사용하지 않습니다. 나는 Cheolsan -Dong에 가본 적이 없습니다.당신은이 편에 가본 적이 있습니까?나는 당신이 그런 것을 잃어 버렸다면, 당신은 길을 잃거나 도난 당했다면, 그것은 외부의 것이거나, 근처 지역에서 철수 할 수 있습니다. 우리가 조사중인 부분은 지금입니다.그리고 우리는 지금이 경우에 있습니다. 깃발에있는 가장 90 ~ 100 명은 돈을 받고 돈을 팔는 사람들입니다.그들은 지금은 아니고, 피해자의 직책을 받기 위해 전화로 전화를 걸고 있습니다. Hana Bank와 Nonghyup Bank의 은행 계좌는 앞서 언급 한 약 3 억 원이 앞뒤로 왔습니다.지금.내가 지금 연락 한 곳.당신은 나에게 어디에 연락하고 있습니까? 요즘 유행하지 않을 것입니다.그것이 음성 음성 피싱이라면, 내가 무엇을 할 수 있는지 모르겠습니다. 설문 조사입니다. 나는 직접 그것을해야합니다. 직접 확인해야합니다. 직접 확인할 수 있습니다.유출되어 이름으로 사용되었으며, 피해자의 부상을 확인하기 위해 지금 연락 한 부분이었습니다. 불법 사이트에서 이것은 내가 원에서 원하지 않는 의도하지 않은 은행 책이므로 이름이있었습니다.그것은 직접 열거 나 모양이 전화에있었습니다. 정지 처리가 있으면 이제 다른 은행 계좌를 자신의 이름으로 찾을 수 있습니다.다음 주에 재판이있을 것입니다. 피해자를 받으려면 금융 감독위원회가 먼저 1 년과 6 개월 동안 모든 금융 부문의 계정 추적을 진행할 것입니다.그런 다음 조금 후에 전화에 응답해야합니다. 은행과 비고이프 은행 외에도 다른 은행을 다시 찾을 수 있다는 우려가 있습니다.우리 가이 자동차 손상을 방지하기 위해 최고 소유자 이외의 다른 은행 책에서 발견되면, 우리는 동기화 될 것입니다.당신은 끊을 수 없습니다.내가 듣고 나면 멈출 수 있습니다.끝까지 들어주십시오. 소환장을 발행하겠습니다. 그래서 라이센스를 발행하겠습니다. 지금 우리 동상에 있습니다.예, 우리는 그곳에서 소환 될 것입니다. 이번 주에 도착할 예정입니다. 내일만큼 빠르면 내일 다음날에 갈 것입니다."
183,"네, 당신이 옳다면, 나는 모르겠다. 나는 틀렸다.Kookmin Bank와 Nonghyup Bank 계좌는 여전히 포함되어 있습니다. 아니, 우리는 지금 지폐에 의해 조사 될 것입니다.아동의 계정은 11 월 3 일 서울에서 11 월 4 일에 개설되었으며,이 은행 계좌는 범죄 노선에서 약 3 일 동안 대포 계정으로 사용되었습니다.오, 일부 종은 돈을 받았고 은행 계좌를 팔았습니다.대부분의 경우 개인 정보의 유출로 인해 PL을보고있는 많은 사람들이 있습니다. 손실이 있습니까?나는 아프다.나는 그것을 가지고 있지 않다.나는 일하고있다.나는 당신을 위해 일하고 있습니다.나는 당신을 위해 일하고 있습니다.나는 당신에게 랩 아이템 주노 헤어를 말해야합니다.나에게 무슨 일이 일어 났는가? 나는 당신이 114. 전화 번호를 알려달라고 부탁했다고 확신합니다.알려주세요. 다시 전화 할 것입니다.난 덤프."
184,"예, 말씀 드리겠습니다.저는 42 세 남성 Lee Dong -Ho입니다. 모르겠습니다.내가 말해 줄게.지난 금요일 지난 금요일에 조사 팀의 말을 들어보세요. Kookmin Bank Nonghyup 계정이 포함되어있어서 연락하여 구매했습니다.Kookmin Bank Nonghyup Account.no의 개설에 대해 알고 있지만 이름의 이름이 바뀌었지만 이름의 이름으로 사용합니까?내가 그것을 열고 은행 계좌를 만들었을 때, 나는 Daemyung에서 이름을 사용하고 서울에 문을 열었고, 신분증을 잊어 버린 적이 없으며 불법 자금으로 씻겨졌습니다.이 경우에는 약 130 명이 관여하지만 그중 일부는 관련되어 있습니다. 그렇습니다. 그러나 현재이 경우 현재의 사람이라면 현재 사건이 현재 사건에 의해 촉진된다는 것을 알 수 있습니다. 이것은 4 번째입니다.이번에는 보이스 피싱 한가운데서 예금과 6 천만 명의 승리, Lee Dong -Ho Scampan은 돈을 가로 채었다.첫 번째 전화 녹음.예, 녹음을 시작하겠습니다.이제 2733은 Lee Dong -ho의 도난을위한 1 일 전화 녹음 과정입니다. Dongho를 알고 있습니까?당신은 모릅니다.2015 년 3 월 2 일 Songpa -Gu, Songpa -Gu에서 Nonghyup 계정을 열었다는 것을 몰랐습니다. 2015 년 3 월 3 일 다음 날 1 오후 1 IT는 사실이 없다는 사실이 없다고 말했습니다.그것은 yeoksam -dong, Gangnam -Gu, Seoul에서 열렸다. 당신은 그것을 알 수 없었습니다.1 년 동안 신원이나 운전 면허증을 대체 할 수있는 인증서를 잃어버린 적이 없습니다.지금까지 확인되었습니다.작년에 Nonghyup National Lotte Card의 1 천만 개 이상의 정보를 유출 한 경우, 귀하는 Nonghyup의 정보가 있습니다.종자, 그리고 불법 거래가있을 수 있습니다. 그것은 사실없이 무고한 피해자의 주장을 증명하는 가장 중요한 것입니다. 사실과 다른 손해에 대한 손상이없는 경우, 당신이 주장하는 내용을 주장하면, 우리는 그것이 의지 여부를 확인합니다.피해자. 금융 거래 사용을 중단하면 조사 중에 3 개월 동안 정지 될 것입니다. 지금 사용을 중단하면 인생이 불편할 수 있습니다.이 경우 예금 보호법을 신청할 수 있습니까?그러므로 보유하고있는 금액이 있다면 금융 회사와 금액을 확장 할 수 있습니다. 그런 식으로 급락 할 것입니다.날씨는 이제 철회됩니다. 돈입니다."
185,"예라고 말하십시오. 사기 사건이므로 모기 관리에 참여했습니다.좋은 일이지만 좋지는 않습니다. 연락하겠습니다.그것이 무엇인지 물어봐주세요.예, 저는 조사관 Kim Min -Sung 검찰이 어디에 있습니까? 당신이 나에게 주면, 나는 당신이 부르는 모든 것이 무엇이든, 당신이 부르는 모든 것이 었습니다.화장실에서 전문 채널을 얻을 수 없습니다.나는 일어날 수 없습니다. 당신은 그것을 할 수 있습니다. 예, 그렇습니다."
186,"여보, 예, 당신은 몇 가지를 확인할 것이 있습니다. 나는 당신에게 연락했습니다. 은행이기 때문에 카드 회사는 개인 정보가 많이 누출되어 있다고 말했습니다. 7 월 9 일에 나는 거기에 검은 도박이 있습니다.이와 같은 재정적 사기입니다.체포 현장에서 나는 내 이름으로 부산 은행 계좌를 찾았습니다.나는 암 보험이 없습니다.잠깐 기다려요.나는 지금 내 마음을 떨고있다.바이러스를 열었다면 가르쳐 줄 수 있습니다.나는 그것이 내 것인지 모르겠다. 이것을 먹어라.계정 번호 77 Samchilsamdu 510751077617661 OH, Seven yeeyeoyeo 이것은 은행 계좌의 이름입니다.그것은 창입니다. 어디로 가야합니까? 내일 오후 2시에 기소에 가야합니다. 지금 전화를받을 수없고 말할 수 없거나 똑바로 말해야합니다.나는 그것을 이해할 수 없거나 아니에요. 나는 내 귀나 1 억을 할 수 없다."
187,"여보, 나는 전혀 모른다. 당신은 계정이나 정보 유출 정보를 수집하여 불법 거래의 사용을 위해 조사되고있다. 지금은 큰 사건이므로 금융 부문뿐만 아니라 약 200 명 정도입니다.Country. 그것을보고있는 많은 사람들이 있습니다. 정보가 유출 될 때, 나는 그것이 do -young라면 우리에게 연락 할 수있었습니다. 당신이 100 % 희생자임을 증명할 수 있다는 증거는 없습니다.'LL은 하이라이트를 조사하기 위해 몇 가지 질문을합니다. 인증 데이터로 사용됩니다.간단하고 정직하게 대답 할 수 있습니다. 나는 그것을 가지고 있지 않기 때문에 메모를 할 것입니다.나는 내가 어디에 있고 내가 어디에 있는지 정확히 말해 줄 것이다.나는 서울 중앙 검찰청에서 고등학교 범죄 수사를 조사한 수사관입니다.예, 당신은 지금 당신이 알고 있다는 것을 알고 있습니다. 나는 비교 테스트를 비교하려고 노력할 것이므로 그것이 그대로 무엇인지 말해줍니다.이 은행 계좌는 지금 많은 사람들이 잃어 버릴 것입니다.당신이 아이가 될 수 없다고 말하지 않으므로 소환장을 보내 드리겠습니다. 나는 당신과 함께 갈 것입니다.여기 와서 직접 확인하십시오. 로저도 지금 전화하기가 모호하며, 지금 전화 할 때마다 많은 사람들이 목소리를 내고 있으며, 이런 사람들이 너무 많습니다. 나는 당신에게 갈 것입니다."
188,"우리의 특별 조사 팀에는 지난 금요일과 같은 8 개의 금융 사기 그룹이 있기 때문에 이에 대한 경우는 무엇입니까?Nonghyup 계정은 펀드에 있습니다. 올해 8 월을 보면 올해 8 월에 보면 Songpa -dong에서 Nonghyup Bank의 은행 계좌에 대해 이야기함으로써 리트 윗이었습니다., Songpa -Gu 및 Kookmin Bank의 계정은 Gangnam -Gu의 Yeoksam -Dong Branch에서 개설되었습니다. 이제는 은행 계좌가 Sony Sony에서 Cannon Account에 이용할 때 이미 6 천만 원인 세탁소입니다.저것?Lee Sun -hee의 개인 정보는 다음과 같이 유출됩니다. 지금 살펴보면 우리에게 보고서가 있습니다. 사기 그룹은 한 번 이렇게 속임수를 썼습니다. 또한 피해자를 우리에게 공개하고 조치를 취해서 조치를 취해야합니다.피해가 없습니다. 예, 절차에 대해 몇 가지 점검을 요청하지만, 귀하는 귀하가 분리되어 분리되어 사건의 증거로 남겨질 것임을 알게 될 것입니다. 그리고 나는 내 질문에 대한 정직한 답변이 필요했습니다..그래서 계획 이었습니까?경찰서는 무엇입니까?예, 저는 말할 것입니다. 그렇습니다. 저는 서울 메트로폴리탄 경찰청의 재무 범죄 수사 팀 Lee Sang -Won.son의 수사관입니다. 당신은 그것에 대해 이야기하고 있습니다.Kookmin Bank라는 것을 알고 있거나 Nonghyup Bank를 다루었습니다. 은행과 많은 거래가 있습니다.당신이 이것을보고 이것을 보면, 우리의 수사관. 당신은 내가 이해할 것임을 이해합니까?내가 회사를 떠나면, 교사가 열린 심의에 200 개의 확인이있을 것이라고 말할 것입니다. 그리고 다른 사람은 은행이 어떤 은행에 대해 이야기해야합니다.이것은 은행이 아닙니다. 예, 소사 -드나는 7- 톤으로 직접 갈 것입니다.나는 가서 그것에 대해 이야기 할 것입니다.난 죽을거야. 왜 그것에 대해 얘기 했어?나는 irke에 관여하는 180 명이 있다고 말하는 것이 아닙니다. 당신이 갈 수 없다면, 늦을 필요는 없습니다.나는 옆에서 조치를 취할 것입니다. 그러나 나는 당신에게 전화 할 것 같지 않습니다. 당신이 다른 계정을 열어서 죄송합니다.나는 당신이 말하는 것을 알고 있으며, 긴 전화를하지 않을 것이므로 개인 연락을 해주세요.내 전화 번호를 알고 있습니다. 올지 여부를 결정할 필요는 없지만 갈지 여부를 결정할 필요는 없지만 저에게 연락하십시오.개인 휴대 전화 연락처에 연락하면 전화하겠습니다.7 월에 플라톤은 개인적으로 말할 수없는 1m의 항소를 가진 사람입니다. 만약 당신이 그것을한다면, 나는 경찰과 직접 연결 했으므로 이것이 이것이라고 말했습니다.LL 연락처에 연락 한 다음 1 시간 후에 통신을 얻을 수 있습니다."
189,"이봐, 맞아?당신은 내가 맞습니다. 나는 당신 모두를 설명 할 것입니다. 나는 팔을 체포했지만 그 과정에서 나는 이제 많은 양의 대포 계정을 압수하고 이제 신용 카드를 압수했습니다. 지금은 아무것도 모릅니다.. 내가 옆에 있었고 나는 부상을 불렀다. 사기 사건에서는 약 80 명이지만 Endi -pic 층에는 일부 은행 직원이 있었고 카드 회사가있었습니다. 많은 사람들이 있습니다.이제 개인 정보 도난에 의해 손상되었습니다. 처음에는 당신에게 말씀 드렸습니다. 부상의 확산은 이제 이름이 가로 채는 경우입니다.Inje Call Recording의 모든 전화를 보내 드리겠습니다. 전화의 모든 내용을 작성하고 증거를 작성하겠습니다.예를 들어, 손실은 간단하고 명확하게 대답 할 수 있습니다. 예를 들어 서울 메트로폴리탄 경찰 기관의 경제 범죄 특별 조사 팀 조명의 장면입니다. 예를 들어 강남의 Yeoksam -Dong에서 Kookmin 은행 계좌를 개설했다는 사실이 있습니다.-GU, Seoul Sight Day에 오후 3시 40 분경 서울. 후보 계정을 개설했다는 사실이 없습니다. Bankbook Kookmin Bank Nonghyup에 포함되어 있습니다.인터넷 뱅킹 또는 스마트 폰 뱅킹으로 인해 Turnet Cubson에 사용 된이 두 계정이 있기 때문에 예금과 철수의 이력이 있으므로 두 캐릭터에옵니다. 부산이 있습니다.당신이 우리 경찰에 대한이 조사 결과에 반대한다면, 당신은 그 사람의 처벌에 대한 처벌을 받게 될 것입니다. 당신은 처음으로 휴일을들을 때도 많은 돈이라는 것을 알 수 있습니다.두 은행에서 거래를하고있었습니다. 부모와 2 명만이 있고 우체국에 얼마나 많은지가 있었으며, 부도는 Dunpo Nonghyup이며 현재 부모입니다. 신용 카드와 같은 상태는 없습니다.그래서 나는 지금 신용 카드를하고 있습니다.Shinhan과 The Limits는 마지막으로 현대적이고 현대, Shinhan Inje Hyundai 카드 현금 서비스가 사용되고 있습니다. 돈을 선택하여 사용할 수있는 일을하지 않았습니다.그런 다음, 이제 대신 부동산 자금 대신에 유일한 은행 부문이 지금입니다. 소환 스테이션을 보내면 지금 나에게 오면 며칠 후에 올 것입니다.다음 주 안에 보내 드리겠습니다. 소환장에 오면 Inje Seohan 날짜를 위해 한 시간 동안 한 시간 동안 떠날 수 있습니다. 조사 팀에 오면경쟁 경쟁."
190,
