,txt
76,"연락 할 수 없습니다.저는 Park Hyun -I Am 42 세입니다.점프 로그입니다.사건의 내용을 물어봐야합니다.나는 지금 내 휴대 전화로 그것을받지 못했고 사무실 전화를 계속 진행하고 있습니다.이름의 이름으로 열린 부분이 있었 으므로이 부분의 신원에 대해 연락했습니다.설문 조사 과정에서 은행 부서에 조사를 요청했습니다.사용될 때 사용되었습니다.나는 최대 6 천만 명의 불법 임무를 확인했습니다.나는 양반을 모르면 은행 계좌를 쓰지 않습니다.나는 피해자이거나 은행 책을 계산하는 사람이며, 나는 내 이름의 피해자가 아닙니다.나는 잠시 후에 피해자를 가르 칠 것입니다.경우에 따라 일부 사람들은 은행 계좌를 개설했습니다."
77,4 개인 정보가 유출되었고 피할 수있는 사람은 그 부분을 조사하고있었습니다.그러니 거짓말이나 미소를하지 마십시오.당신이 아는 것을 알고 있다면 정직하십시오.나는 그것을 듣지 못한다.나는 그것을 조금 크게들을 수 있습니다.나는 잘 기록 할 수 없다.듣다.
78,"이 사례는 자세히 발표됩니다.확인할 수있는 케이스 번호라고 부르려고합니다.나는 지금 그것을 기록 할 것이다.나는 Nonghyuphanabank를 사용했습니다.우리는 금융 감독 서비스에 Red -Down이 있는지 확인할 것입니다.정확히 말하면, 은행 책은 그것을 사용합니다.나는 행동을 취할 수 없다.예, 지금 묻습니다.URI 은행에는 일부 URI 은행 계좌가 있습니다.예금 계좌 및 예금 및 인출 계좌에 대한 은행 계좌입니다.2 개, 2 개의 예금 및 2 개의 예금.나는 Nonghyup을 모르지만 2 ~ 3 개가 있다고 생각하지만 은행 계좌에 지불 될지 상관하지 않습니다.아무도 사용되지 않습니다.예, 이것은 지불을 멈추지 않습니다.물론.그렇습니다. 그는 두 개의 은행 예금과 철수 계좌가 있다고 말했다.200,000 명 미만의 승자는 없으며 자동차는 없습니다.예, 나는 재무 책임자에게 알리고 다시 흥분합니다.사이트를 확인하고 체크 아웃하는 방법 만 있습니다.이 번호를 뭐라고 부르나요?은행 계좌에는 많은 압수가 있습니다."
81,"나는 이제 9 월 15 일 날짜에 장로들을 확인하고 있습니다.그렇습니다. 회사는 불법보다 앞서고 있으며 피해자는 은행 책에서 발생했습니다.그들 대부분은 개인 정보와 많은 사상자의 도난으로 인해 손상되었습니다.피해자의 피해자 의이 부분을 확인합니다.나는 증거가 없기 때문에 몇 가지 질문을합니다.내 목소리의 희생자들이 기록되었습니다.다시 말하겠습니다.잠시 말씀 드리겠습니다.앞으로 음성 녹음이 있었습니까?현재 2014 년 9 월 15 일 날짜를 살펴보면 Hana Bank, Shandong Nongyup Bank, Gwangmyeong -Si 및 Gyeonggi -do가 개설했습니다.지갑과 같은 개인 정보를 포함한 이러한 항목은 손실이 없습니다.당신이 그것을 보면, 당신은 불만족하지 않을 것입니다.그리고 고용 후 기간 동안 상태에 직면 한 상태에 사용됩니다.귀하의 개인 정보가 유출되고 있다고 금융 부문에 연락 했습니까?나는 그것을하고 있었다.이름이 맞는 다른 예금 금융 부문의 경우, 예제 이름으로 다른 대포 계정이 열렸습니다.나는 그것을 할 수있다.현재 거래가 있습니다.아무것도 남아 있지 않습니다.당신은 Non -hip Hana Bank에 있습니다.은행이나 기타 금융 계정이 나오면 얻을 수 있습니다.나는 이것에 대해 이야기 할 것이다.의사 소통이 필요할 때, 나는 그것을 얼려서 그것을 해결하지 않습니다.나는 하나의 은행 만 사용했다고 말했기 때문에 다른 은행이 확인한 대포로 확인되지 않았다고 말하면서이 계정을 영원히 느슨하게 할 필요가 없지만 항상 몇 년이 걸릴 것입니다.Sinhan Bank Banks가 나와 Uri Bank를 제외하고 Sinhan Bank를 동결시킵니다.나는 나 자신을 사용한다.나는 잠시 동안 나 자신을 사용하고있다.Sinhan Bank 이외의 다른 금융 은행 계좌가있는 경우 모든 처리가 해결되지 않습니다.Wooribank가 직접 개설 한 계정 수는 일반 장군으로 사용됩니다.예금 아래.액체가 작은 경우, 그것이 남아 있으면 정상임을 확인합니다.새로운 정체성이 있으며 Kookmin Bank는 약간의 시간이 있습니다.예, Sinhan Bank는 감소하고 얼마입니까?이것은 약 200,000 원입니다.예, 예, 그렇습니다. 진술이 있습니다. 한 번 확인하십시오.나.숫자 0202530530 Yo 1143004 및 Gong Gongsa의 수"
82,"케이스를 수락하기 위해 주차장에 연락했습니다.은행 책에서 찾았습니다.INA Finance God는 7 월에 Gwangmyeong -Si와 Gyonggi -do를 방문했습니다.귀하의 휴대 전화는 무엇입니까? 그러나 내 계정은 발행되지 않았습니까?다른 점이 없다.나는 당신에게 연락했습니다.예, 당신은이 회사에 대해 아무것도 모릅니다.예, 몇 가지 질문을합니다.질문이 없습니다.나는 그것을 전혀받지 못했습니다."
83,"당신은 당신을 전혀 모릅니다.당신은 서울에 있지만 설문 조사는 없습니다.이제 우리는 남부 검사실에서 큰 신용 카드와 전형적인 은행 계좌를 압수했습니다.한국 은행에 대한 은행 계좌를 찾으십시오.예,이 계정을 알고 있습니다.나도 몰라.나는 이것을했지만 지금 그것을 보는 것이 옳다고 확신합니다.예, 당신은 오늘 당신에게 연락했다고 확신합니다.우리는 현재 일본에서 당신뿐만 아니라 현재 약 200에 관여하고 있으며, 현재는 피해자 또는 가해자입니다.거래가 중단되면 설문 조사 정보가 유출되고 최근의 손상 사례가 급격히 증가하여 시간당 임금이 급격히 증가하고 있습니다.전화를받은 사람이 당신에게서 왔습니다.받은 피해는 무엇입니까?그래서 이제 나는 도난이 도시의 이유라고 생각했습니다.은행 북은이 모든 예금을 계정에 사용하여 잔액을 기록 할 수 있습니다.나는 그것을 금융 감독자에게 전달하고 다시 조사합니다.최근에는 많은 목소리 피싱이 있기 때문에 많은 사람들이 현재 소환을 요구하고 있습니다.글쎄, 우리는 그것이 받아 들여질 때까지 조사 될 때까지 책임을지지 않습니다.피해자라면 몇 가지 질문을하겠습니다. 그러나 지금은 기록적인 설문 조사를 할 것입니다.당신이 맞습니다.Kim Myung -Gil은 자신이 39 세의 사람이라는 것을 알고 있습니다.Kim의 계정이 그의 계정이라는 것을 알고 있습니까?이 용도의 현탁액은 폐기되기위한 것입니다., 우리는 실업자로 얼어 붙은 것으로 간주됩니다.나는 그것이 Sinhan Bank라고 생각합니다.저는 Sinhan Bank와 Sinhan Bank입니다.은행 서적과 많은 은행이 있습니다.현재 인터넷 뱅킹을 사용하고 있습니다.내가 사용할 게.나는 지금 그것을 사용하고있다.나 자신을 열어 준 은행 책이 있습니다.이것이 첫 번째입니다.아니.앞에서 언급했듯이 오류가 너무 많으면 지금 불법으로 간주되어야 하므로이 분야에서 조금 알려주십시오.정확하지 않습니다.약 50 만 원입니다.안녕하세요, 예, 지금 계속 이야기해야합니다.오랫동안 가야하므로 지금 그만두면 다음 전화를 보관해야합니다.당신이 돈을 잘라 내면, 나는 녹음하려고하지는 않지만 나는 당신에게 말했지만 나는 녹음하고 있습니다.경찰서 이름을 텍스트로 알려 드리겠습니다. 전화 번호를 알려 드리겠습니다.퇴근 후 전화하십시오.일 후에는 어떻게됩니까?다른 사람이 아닙니다."
84,
85,"이봐, 당신은 잘 했어.그렇습니다. 나는 당신의 아버지의 형제, 나의 아버지, 나의 아버지, 아버지가 무엇인지 알고 있습니다.이 과정에서 Nonghyup Bank와 Hana Bank의 은행 계좌는 이런 식으로 압수되었습니다.나는 당신이 있는지 물어볼 것입니다.예, 무엇을 알고 있었습니까?당신이 아는 것을 알고 있습니까?"
86,"나는 관심이없고, 경찰서가 아닌 곳입니다.서울 중앙 검찰의 서울 중앙 검찰청은 어디에 있습니까?경찰서가 아닙니다.나는 나에게왔다.나는 진보를 도와 주라는 지시를 받았다.심시는 지금 매우 불편합니다.나는 당신에게 이렇게 연락하고 있습니다."
87,"작은 이름은 Kim Ho Chool이었고, 이곳은 올해 40 세대 남자를 위해 비 지칭 은행에서 10 년 동안 비 지시 은행에서 일해 왔던 Geora Doju Gwang -Ju에서 태어났습니다.총 7 명이 금융 범죄 사기로 체포되었습니다.체포되었고 사무실은 압수되었다.수천 개의 항목을 분류하는 과정에서 압수 된 품목을 분류하는 과정에는 2 개의 비 YEUP 은행과 2 개의 HANA 은행 계좌가 있습니다.기관에 의해 확인 된 내 계정은 정확하지만이 계정은 조사되었고 시간은 2016 년 5 월 17 일에 만들어졌습니다.일요일은 주중과 화요일입니다.약 5 개월 전에.새 계정이 확인되었습니다.개방되어 있지만 은행 계좌가 아니기 때문에 범죄이기 때문에 더 이상 사용되지 않습니다.이제 모든 돈은 나라입니다.압류 당시, Nongyup 계정은 Nonghyup에서 790 만 명의 불법 자금을 지원 했으며이 기금에서 많은 희생자들이 발생했습니다.온라인 판매자로 등록했고 가격으로 게시하고 상품권이 저렴하고보고했습니다.사용됩니다.그렇기 때문에 사기를 위해 많은 일을 많이했지만 지금은 판매자에 있습니다.나는 내 앞에있다.오히려, 이름의 희생자들이 정확합니다.당신은 얼어 붙을 수 없습니다.거래가 없습니다.계정이 올바른 경우 올바르게 말하고 계정을 계속 동결하지 마십시오.나는 내 계정을 동결하지 않을 것입니다.나는 그것이 옳다고 판단한다.나는 그것을 정확하게 설명하고, 나는 Jeolla -do의 Gwangju에서 태어났다.나는 약 10 년 동안 일해 왔습니다.그러나 운전자 과정에서 Jung Tae -Joon이라는 친구는 두 개의 이름을 가지고 있었고 두 개의 Hana 은행 계좌가있었습니다.진실이 있습니다.계정 번호가 연결되어 있기 때문에 말할 수 없습니다.내가 만든 지역.Hana Bank이지만 이것은 옳습니다."
91,"오, 당신은 당신의 시간을 보셨습니까?당신은 당신의 시간에 대해 이야기 할 것입니다.이제 당신은 당신의 자신의 예금과 철수를 옮겼습니다.자신의 하종을보고 이제 Uri Bank를 방문하십시오.그것은 똑같고 이제는 인근 은행을 방문해야합니다. 그리고 나는 당신을 만날 것입니다.iPhone입니까?iPhone 또는 iPhone입니까?) 제발 말 해주세요.시간을 차단할 시간을 알려주세요.조심하고 지금 휴대 전화 배터리는 무엇입니까?예, 예.당신은 그것을들을 수 없습니다.갑자기 당신은 지금 걷고 있고 이제 배터리 수준의 약 50 %입니다."
92,"전화 해요.나는 신용 대출을받을 것입니다.예를 들어, 나는이 돈을 씁니다.나는 그것을했다.나는 그것이 남자인지 여자인지 확인했다.당신이 듣고 있는지 알고 있습니까?그리고 2 천만 명의 이길 수 있다면 2 천만 원을받을 수 있다면 전화하지 않을 것입니다.어린 시절 통화 일에 사용하도록 요청하면 원하는 경우 사용 하시겠습니까?임대료를 임대하려는 경우 돈이 충분하지 않아서 할 수 있습니다.제발 전화주세요.분위기에서 기다리고 대출을 받고 있다면 오늘 알려주십시오.당신은 좋은 요청이 있기 때문에 멀리 떨어져 있습니다. 15882114 전화로 전화하십시오.전화를 걸어 전화를 누르십시오.당황하고 유연하게 만들지 않으면 실수로 알아 차릴 수 있습니다.당신이 좋다면 피자가 피자를 도와 주나요?전화를 끊으면 내 전화에 응답하지 마십시오.전화 할게.그런 다음 내 전화에 응답하지 마십시오.전화가 끝날 때까지 알고 있습니까?"
93,"잠시 좌석에 가서 지금 전화 할 수 있습니다.숨겨서는 안됩니다.파티는 1991 년 7 월 21 일에 태어날 것입니다.이 세대의 김 미닝 시크 (Kim Myung Chic)에 대해 모르십니까?나는 당신을 만난 적이 없지만 들어 본 적이 없습니다.예, 2016 년 11 월 23 일.은행 계좌와 Nongyup Bank Bank를 열었습니까?잊어 버려.나는 체포되었다.즉시 손 번호에 연결합니다."
94,"안녕, 내가 해냈어.그것이 진행됨에 따라, 그것은 순차적으로 진행됨에 따라 조금 느리게 할 수있는 부분입니다.결석.당신이 1 시까 지 일할 때, 당신은 혼자입니다.당신은 혼자.당신은 그것을 혼자 찾을 수 있습니다.그런 다음 집 근처에 있습니다.나는 내 근처에있다.집.내 이름을 요약하겠습니다.그런 다음 집에 갈 때 사무실의 사무실과 대화해야합니다.그런 다음 3 분 안에 다시 연락하십시오."
95,"예, 당신은 이제 도착했습니다.당신은 여기 있습니다.지금 어디서 나왔어?은행에서 나온 은행.아니요, 당신은 당신이 비 지시 은행의 대형 EG 은행에 노출되었다고 들었을 것입니다.나는 이전에 금융에 대해 설명했지만, 내가 큰 예를 들어, 내가 겨울을 옮겨야 할 펀드는 이적 권리입니다.당신은 당신에게 그것을 데리러 오라고 말하지 않았다. 나는 당신에게 가라고 말하지 않았다.나는 그것을하지 않습니다. 이것은 Nongyup Bank에서 직접 돈을받는 것을 의미합니다.어쨌든 당신이 가지고 있는지는 중요하지 않습니다.나는 지금 그것을하고 싶지 않다.나는 당신과 협력하려고하지 않습니다.난 그냥 이야기하고 있어요.너.당신이 돈을 선택하고 그것을 할 수 없다면, 당신이 원하는 것을하고 싶다면 직접 가서 조사하십시오.저에게 전화해서 전화하십시오.제발 그렇게하십시오.Kim Sok Jay가 확인되면 그는 자신을 듣습니다."
96,"예, 모든 것을 읽은 적이 있습니까? 질문이 없습니다.나는 아프다.은행으로서 많은 문제가 있으며, 작년에 2013 년 NACF를 만든 사례를 알고 있습니다.많은 사람들이 개별 정부에서 유출되었으며 오늘날까지는 피해 왔지만 이제는 피해자와 가해자 모두 수사관의 상환을 조사하고 있습니다.계정 절차에 캡처 된 금융 부문은 거래의 세부 사항 또는 자금 흐름으로 식별됩니다.우리는 지난주에 불법 이름을 기반으로합니다. 우리는 정확한 증거를 채택하기 위해 자금을 거래하고 있다는 것을 알고 있습니다.그들은 소방 직원이 없기 때문에 Yebong Bank 직원에 대한 진술을 할 때 은행에 갈 때 은행과 카드와 카드를 방문합니다.당신이 그것을 보면, 당신은 모두 은행 부서에 등록되어 있습니다. 개인 정보의 경우, 은행 계좌의 흑인 자산은 은행 직원에게 제공되며 은행 계좌 만 그에게 반환됩니다.이것은 육안으로 볼 수없는 가장 중요한 개인 정보입니다.그렇습니다. 일반 대중은 육안으로 확인할 수 없지만 전문가들은 컴퓨터 상을 수상 할 것인지 즉시 확인할 수 있습니다.코드 번호.자기 이름이라면 내 이름입니다.한국의 금융 부문 유형에 관계 없이이 자기는 모두와 일치합니다.은행 직원에 따르면, 나는 상주 등록 카드의 사본 또는 자기를 불법적으로 사용했습니다.은행 책을 열면서 외부에서 불법 조정을하고 금액을 받았으며 은행 계좌를 판매했습니다.은행의 많은 문제로 인해이 은행 직원은 은행 직원에 속합니다.재무 이사의 원칙적으로, 우리는 내부 음모를 수행하기 위해 설문 조사를 실시하고 있습니다.당신이 불법이라면,이 불법 사람들은 개인 정보를 사용하고 이제 위장을 가지고 있으며 ARS 와이어를 요청할 수 있습니다. 당신은 당신입니까?결론을 피하고 싶지 않다면 신용 카드의 경우 신용 카드를 사용하고 있습니다.우선,이 카드 대출과 상담해야합니다.상담을 받아야합니다.현재, 당신은 원보다 더 많이 빌려줄 수 있으므로 대출을받을 때 대출을 받아야합니다.나중에 피하면 카드와 대화 할 때 상담 직원과 상담 직원의 예가이 사람이 그 이름을 밝힐 지 여부에 관계없이 좋습니다.확인해야합니다.기록을 녹음하고 싶습니다.Jamsil의 카드 회사 직원과 전화를해야합니까?나는 그것을 볼 필요가 없다.질문을 살 수 있습니다.귀하의 이름에 대해 이야기하지 않으면이 사람의 내부 설문 조사를 확인하여 수행하십시오.나는 당신이 말하고 있다는 것을 압니다.더 많은 카드를 사용하지만 다른 카드를 사용하십시오.당신은 거기에있을거야.예, 당신은 당신에게 전화를 걸어 대출을 받아야합니다.나는 카드 대출을 받고 싶다.당신이 이것보다 더 많은 경우, 당신은이 카드 대출을 받고 계정을 입금 할 수 있습니다.이자 나 금리에 대해 걱정할 필요가 없습니다.분명하다면 이것을 처리 할 수 ​​있습니다.기존 양식의 일부.당신이 가진 최대 한도가 5 백만 개 이상인 경우 저희에게 연락하십시오.최대 한도가있는 경우 최대 제한이있는 경우 최대 한도가있는 경우 저희에게 연락하십시오.2000 년에 최대 1 천만 명의 승리를 받게됩니다.유도 질문이 있습니다.대출을 사용하려면 남자에게 돈을 쓰고 싶다면 사업과 대화하고 전화를 걸어 한 번 확인하겠습니다.최대 한도로 대출을 은행 책에 넣으십시오.저게 뭐에요?。나는 현대 섬에 Uri Bank와 Busan Bank에 그것을 넣었습니다.계속하겠습니다. 그러나 이제 회사에 전화하여 상담하겠습니다.10 분 후에 다시 연락 드리겠습니다.당신은 그것을받을 수 있습니다.은행 계좌.예, 그렇습니다"
97,"예, 예, 예 예 예 예 예 예 예 예, 예, 예, 지금 봅니다.하지만 그냥 줘.나는 그것을 얻지 못했다.5시에 그것을하기 위해.기간 전에 연락을 취하지 않았거나 경찰관이 그것을 찾을 수 없다면, 나는 당신에게 별도로 당신에게 알렸다.오늘, 오늘, 당신은 우리 자신의 것을 조금 조사해야합니다.나는 여자가 있고, 당신은 여자이고, 당신은 방에서 일하고 있습니다.이 데이터를 사용할 때 명심해야 할 사항이 있습니다.그리고 Wi -fi.만나면 저녁에 알려 드리겠습니다.친구를 만나는 곳마다 별도로 연락 할 수 있습니다. 그렇지 않으면 이렇게 열 수 있습니다.나는 조치를 취하고, 조치를 취할 것입니다. 그래서 나는 하루 동안 휴대 전화를 끝내고, 데이터에서 벗어나 Wi -fi에서 휴대 전화를 5:00에서 6:00으로 멈 춥니 다.집에 갈 수 있습니다.'루트 최저치 Wi -fi 및 데이터는 사용되지 않습니다.주문할 때까지, 당신은 당신의 직업을 알고 있습니다.은행에는 또 다른 계좌가 있었지만 그것을 아는 많은 사람들도있었습니다.그들은 얼마나 알고 있었습니까?나는 약간 긴장합니다.그것에 대해 걱정하지 마십시오.아버지는 이제 죽었습니다.한동안 일시적인 장애물.예, 그들은 그들을 만질 수 없습니다.당신은 그 전에 일하기 전에 일하러 갈 것입니다., 우리는 우리에게주지 않습니다.예, 지금 찾으려고 노력하고 있습니다.그들은 제외했지만 휴대 전화를 떠났으므로 선생님을 얻을 수 없다면 어떻게해야합니까?그렇기 때문에 모든 안전 조치가 있습니다.우리가 걱정하지 않더라도 걱정하지 않을 것입니다.우리는 기간 동안 계속 데이터를 제공합니다.당신은 그것에 대해 걱정할 필요가 없습니다.당신은 그것을 가지고 있지 않습니다.당신은 당신을 도와야합니다.예, 알다시피."
98,"금융 범죄 수사 팀인 Kim de Young은 Jaon Sannam Masan의 42 세의 김하 -사무국 장관입니다.동의없이 얼어 붙었습니다.얼어 붙은 것이 무엇을 의미하는지 아십니까?이것은 두 개의 압수 된 계정에서 알지 못하는 추가 계정을 찾을 수있는 상황입니다.재무 정보를 요구하지 마십시오.당신은 알고 있어야합니다.장점으로 대답 해주세요.내 은행 계좌를 만든 모든 은행에 알려 드리고자합니다.그러나 예금과 서랍 수수료는 한동안 다른 것입니다.또한 퇴적물과 서랍의 양입니다.둘 다입니다.입금 및 인출.은행 계좌에는 그러한 부분이 없습니다.저축은 없습니다.어머니는 내 이름으로 그것을 붙잡고있을 수 있습니다.나는 그것을 모른다.신청할 방법이 없습니다.예, 확인 해주세요.시간이 오래 걸릴 것이라고 생각합니다.얼마나 시간이 걸려요?지금 얼마나 걸립니까?나는 잠시 거기에 갈 것이다.당신은 긴장을 풀 수 있습니다.무슨 뜻이에요?무슨 뜻이에요?Nonghyup에가는 것은 무엇을 의미합니까?나는 그것이 오랜 시간이라고 생각합니다.예는 약 87,000 원입니다.예를 들어, 10 만 회 미만.200,000 원도 미만입니다.나는 이것을 내 이름으로 본다. 그래서 어머니는 그것을 개별적으로 내 이름으로 넣지 않습니다.나는 당신에게 연락하여 프로덕션을 다시 재현 할 것입니다.그렇지 않으면 지금 사건을 끝낼 수 있습니다."
99,"그는 그것을 해자로 보지 않습니다.우리는 개인 이름의 조용한 희생자이지만, 나는 피해자라는 증거가 없기 때문에 여전히 희생자를 돕기 위해 노력하고 있습니다.아직 그렇지 않은 것은 아니며, 대신 법원에 제출되었습니다.귀하는 증거를 기록 진술로 채택하지 않습니다.예, 예, SNS에 아무것도 공개 한 적이 없습니다.조금 더 전화가 필요하지만 오랫동안 조용한 곳으로 가서 성명서를 요청할 수 있습니다.당신은 당신의 것입니다, 당신은 어디 계세요?소울 검사의 승진 범죄 수사 팀인 Lee Ba ​​Gun 수사관.예, 당신은 혼자입니다.일부 메모.우선, 그것은 당신에게 중요하므로 조심하고 신중하게 대답하십시오.나는 이것을 결코 묻지 않을 것이지만, 나는 이것을 따르지 않을 것이다.네, 그렇게합니다.현재 38 -year -old male kim hi churu gwangmyeong -si, gwangmyeong -si, gwangmyeong -si.첫째, 두 계정 모두 동결에 사용되므로 추가 피해자가 얼지 않도록합니다.계정과의 잔액의 경우 소스가 결정되지 않습니다.우리 모두는 차의 손상을 인수하기 위해 조치를 취합니다.설문 조사는 설문 조사가 완료 될 때까지 끝납니다.필터링하는 경우 일반 청구서가있는 경우 은행 이름을 알려주십시오.한 달 이내에 거래가없는 경우, 최근 대포 계정 사례는 휴면 계정으로 등록되어야합니다.당신은 당신이 한 가지만 사용하고 있다고 말했지만, 당신이 열린이 계정은 정확합니다.예를 들어 계정에 계정이 있든, 예를 들어, 예를 들어 보증금 또는 인출 또는 입금 구독을 제외하고 CM을 그리는 경우 Kookmin Bank에 계정이 있습니다. 그렇지 않습니다.Kookmin Bank에는 계정이 없습니다.나는 대학생에게 갈 계획입니다.나는 즉시 학교에 갈 것이다.그 후 Nara Card와 Hana Bank는 학생 ID 카드로 사용 된 두 개의 계정 만 사용합니다.Kookminbank와 Hana는 은행이 현재 일반 계좌를 떠나고 있다고 말했으며 거의 ​​1 년 동안 Hana Bank를 확인하지 않았습니다.Kookminbank는 약 130,000으로 승리했습니다.대포 계정으로 사용될 수 있습니다.다시 연락하면 첨부하지 마십시오.글쎄요, 그렇습니다"
100,"그것이 그렇게하는 의식입니다.이 과정에서 회사의 이름 Hana Bank 계정이 발견되어 설문 조사 차량에 연락했습니다.Hana Bank는 전혀 없었습니다.당신은 그것을 열었습니까?Gwangmyeong -Si는 금융 부문을 보지 못했기 때문이 아닙니다.가해자이거나 개인 정보의 피해자가 아닌 경우 피해자 인 경우 연락을 취했습니다.대지.예금을 안내 한 후, 나는 조금 철수하고 탈출했다.하지만 죄송합니다.너무 많은 음성 낚시로 가져올 수 있습니다.그래서 나는 당신에게 일방적으로 말할 수 없었습니다.180 명 이상이었습니다.저희에게 연락하여 집으로 보내십시오."
101,"과일이 없기 때문에 녹음 기록을 진행할 것입니다.이것은 휴대 전화가 아닙니다.이런 이유로, 하만 공주의 공주가 가중치가 있거나 자음이나 목소리를 가지고 있다는 사실입니다. 필요합니다.따라서 저는 개인 정보 번호 또는 지폐에 대해 묻거나 묻지 않습니다.은행 부문.어떤 의미에서, 나는 사건의 경우에 매우 일반적이지만,이 충격적인 것은 울창한 콜존이 은행의 직업이라는 것입니다. 문서 이름은 이제 무술과 넥타이입니다. 사건의 직원 Gaza -John 비 -Gwan Mion의 8 세기 문서는 외부의 큰 사례이며 여전히 지휘자입니다., 나는 기록이없고, 지금은 연료이며, 피해자를 습득했으며, 조사 중입니다.나는 그것을 가지고 있지 않다.그렇지 않습니다.당신이 옳다면, 당신은 피해자의 피해자와 협력 할 수 있습니다.당신은 성전입니다.죄송합니다.나는 서울 중앙 프로모션 재무 검사와 샘 돈 신재의 회원이라고 말하고자한다.Hana Bank와 Uri Bank 계좌가 Gyeonggi -do의 Chorsan 지점에 게시되었다는 것을 알고 있었고, Cannon 계정 형태로 범죄를 사용했다는 것을 알고 있습니까?결과적으로, 나는 그것에 관계없이 추가 사상자를 얼렸다.당신은 당신이 가진 상태를 이해합니까?그렇습니다. 평범한 꿈 외에도 당신이 언급 한 평범한 꿈 외에도 불법적 인 설명이 발견되었습니다.간단한 진술을 해주세요.나는 그것을 사용했다.Dan 또는 Securities 또는 Stocks, 당신은 그것을 몰랐습니다.이 사건의 모든 가해자는 약 5 년 동안 비 지시 직원이기 때문에 법정입니다.예금 예금 예금 예금 예금.우리는 회사 덕분에 귀하의 개인 정보를 찾지 않습니다.설문 조사는 실시되었지만 설문 조사는 동일하지만 같은 것을 보낼 것입니다. 그러나 나는 재단이 될 것이지만 은행 계좌와 은행 계좌가 있습니다.약 10 분에서 20 분 동안 끝나지만이 설문 조사가 끝날 때까지 6 시간 동안 기다릴 것입니다. 그래서 우리는 4 분 동안 이야기 할 것이지만 당신은 교사입니다.300-400 명의 희생자는 300-400 명 이었지만 모든 물을 진행할 수는 없었습니다.그것은 당신이하고있는 일과 다르기 때문에 물론 우리는이 연례 고무가 될 것입니다.오, 모델을 보여 드리겠습니다.나는 지금 녹음하고 있었기 때문에 진행 중이었다.그리고 우리의 금융 감독자가 준비되었습니다.높음, 나는 은행 책이 있습니다.작고 철회되며 많은 대출이 있습니다.그게 내 방입니다.나는 지금 보호 된 금액에 대해 이야기하고 있지만 그것에 대해 이야기하고 있습니다.500,000 원과 600,000 원을 받으십시오.우리는 백만 명 이상의 우승자 사이의 차이를 줄 것입니다.계정 회사가 백만을 초과하면 계정은 불법으로 간주되며 손상은 귀하가 방지합니다.2 백만 원이 2 백만 원없이 나오면 나머지 자금은 불법으로 간주되며 우리는 압수됩니다.뭐하세요?설문 조사 결과가 귀하의 진술의 사실과 다르면, 위증이 확립됩니다.확인이 확인되면 손상 시스템이 도착합니다."
102,"당신이 맞습니다.네, 맞습니까?예, 연락 했습니까?Gyeonggi -Do의 Gwangmyeong Woori 은행 계좌, 발행 된 달은 발행 된 적이 없습니다.세 팀의 손실은 없었으며, 그는 ID 카드 사진을 찍어 저장했습니다.이 노출 후 해킹에 유출되는 것으로 알려져 있으며 금융 감독자가 확인했지만 두 개의 은행 계좌로 확인되었습니다.나는 질문을 받았다.그것은 가해자의 피해자 또는 이름의 피해자인지 확인하는 것입니다.요금이 많아서 연락했습니다.공개하려면 간단한 액화 사상자를 통과해야합니다.따라서 녹음을 조사하기에 충분하다고 생각합니다.사무실입니다.사무실입니다.콘텐츠를 알고 있다면, 당신은 그것을 모르는지 모릅니다.당신은 그것을 쓸 수 있습니다.당신이 맞습니까?Gwangju, Jeolla -do, Jeolla -do"
104,"예, 당신은 무엇입니까?나는 당신에게 몇 가지 사건에 연락했습니다.네, 맞아요.나도 몰라.장고는이 논문의 회장이 아닙니다."
108,김현 -킴현을 아십니까?이것은 우리의 기소의 경우이지만 이번에는 Kim Young Chic은 검 이었지만 Gungan은 많은 대포 청소와 관련이있었습니다.S -Stand Financial Bank의 계정 책이었고 은행 계좌는 거인에서 나왔습니다.사실이지만 계정 번호를 어떻게 알았습니까?은행 계좌를 발행했을 때 전화 번호를 받았을 때 저에게 연락했습니다.은행 계좌를 발행하면 전화 번호를 작성하지 않습니다.
110,따라서 확인에 연락했습니다.이 과정에서 저는이 이름으로 Uri Bank와 Hana Bank Bank 계정에 의해 압수되었습니다.
111,"예, 42 세의 은행 직원 인 Park Song을 알고 있다면 Jeolla-Do였습니다.어디서하고 있니?"
112,"저는 Park Jin -socks가 승리했습니다.나는 Kangho를 안다.예, 예, 김칸에게 물었습니다.은행에 계좌가 있었고 Dayin Securities Commercial이있었습니다.계정이지만 얼마 전입니다.4 월 7 일에 문을 열는 것이 맞습니까?지금은 전화가 될 것이지만 나중에 그것에 대해 이야기하지 않았습니다."
113,당신은 무엇에 갈 것입니까?김 칸을 아십니까?호?나는 첫 번째 은행과 Daishin Securities CMA 계정의 확인 확인을 발견했습니다.우리는 각 금융 부문을 확인했습니다.4 월 4 월입니까?알아?새로운 오프닝을 알고 있습니까?이 부분에서 나는 금융 범죄의 손해에 연락했다.일부 사람들은 백인 가족을위한 기금을 받았으며 은행 계좌를 팔거나 양도했습니다.계정을 판매하거나 양도 한 사실이 있습니까?다른 사람들에게.당신은 그것을 받아야합니다.귀하의 계정이 관련이 없음을 증명해야합니다.
