,txt
53,"예, 잠을 잘 수 있습니다.예.금요일에 7 명이 광고되었습니다.Kokmin Bank와 Nonghyup 계정이 있다는 것을 알고 있습니까?어떤 사람들은 개인 정보로 손상되었습니다."
54,그렇습니다. 저는 Kim Bum입니다 -끔찍한 범죄 팀 수사관입니다.
55,"그것이 무엇이든간에, 그것은 다른 것이 아닙니다. 이제 나는 이름의 이름에 대한 나의 확인 중 일부에 연락했습니다.휴대 전화가 가능합니다.지난 2 년.Kookmin과 Nonghyup 은행에는 사실이 없습니다.나는 이제 이름 이름의 이름이 이름의 이름으로 이름으로 이름이 이름의 이름으로 이름으로 이름이 이름이라는 이름으로 찾았습니다.나는 서로 접촉하고 있습니다.특정 가격, 양도 또는 판매 계정.설문 조사 과정은 현재 기록 상태에 있습니다.4 가지 녹음 자료는 첫 번째 판의 중요한 증거이므로 트리플 또는 소음 소리가 들리면 직접 명확히하기가 어렵습니다.당신은 작업.예, 올바르게 할 수 있습니다.곧 갈 수 있습니까?지난 2 년간 1 월 26 일에 국가 농업 협동 조합 은행은 은행은 없습니다.당신은 그것을 잃지 않았습니다.이 계정이나 계정을 열지 않더라도 이름이 불법이므로 의도에 관계없이 얼어 붙었습니다.멈췄다.네, 그렇습니다. 맞습니다.우리는 불법 계좌와의 거래이기 때문에 약 200-250 명의 사상자가 있기 때문에 우리에게 연락했습니다.그리고 나는 설명 후에 진행할 것입니다.다른 은행에는 불법 은행 도서가 있기 때문에 얼어 붙는 것에 대해 이야기합니다.시각.사용 된 은행 섹션의 이름에 대해 간단히 이야기하겠습니다.나는 지금 일하고있다.내가 지금 어디에 있는지 말해주었습니다.하나만 남겨주세요.다시 연락 할 수 있습니다."
56,"이봐, 네, 다시 이야기 할 수 없었으므로 어쨌든 월요일에 저에게 연락했습니다.오늘은 철수 상환을 처리 할 수있는 부분입니다.그렇습니다. 현금은 서비스를 전혀 사용하지 않지만 사용하지 않습니다.예, 그렇습니다. 그렇습니다. 그리고 현금 서비스의 한도를 모릅니다.전혀 모르겠습니다.내가 지금 그것을 볼 때, 내가 지금 남편의 이름을 가지고 있다면, 당신이 이렇게 바라 보면, 당신이 이렇게 바라 보면, 나는 지금 예금처럼 나오고 싶습니다. 그것은?우리가 지금 나오면 남편은 먼저 남편에게 전화합니다.현금 인출 서비스 철수 서비스 지불의 제한은 얼마입니까?원래 카드를 모르겠습니다.원래는 그렇게 할 것입니다.현금 서비스를 사용하지 않지만 지금은 발생합니다.지금 해주세요.예, 전송하겠습니다.이 부분은 알지 못하기 때문에 알려져 있지 않습니다.예, 카드를 올바르게 얻으십시오.어떻게해야합니까?무엇을 넣어야합니까?제발 그렇게하십시오.트렌드이지만 한동안 요청 해 왔지만 다른 계정으로 작성되거나 지불 계정으로 이동합니다.오늘 우리는 모든 돈을 완성 할 것입니다.이제 이러한 부분이 적용되었으며, 적용되기 때문에 이러한 부분은 Star City Branch의 CCTV를 통해 증거로 사용되며,이 부분은 모두 증거로 사용됩니다.위에서 언급했듯이 보호 은행 계좌.한 달에 한 번 주어야하는 흔적이 있으므로 간단히 말해서 내 계정에 저장하고 말할 수 있습니다.당신은 모든 부분을 알고, 모든 것을 알고 있습니다.예금을 받으면 먼저 보호 조치를 취했습니다.그것은 돈의 금액에 관한 것입니다.이제 자연 스럽습니다.그리고 귀하의 계정을 알려 드리겠습니다.당신에게 조금 더 편안합니다.그래서 나는 편안합니다.나는 당신을 숫자라고 부릅니다.카드에 카드를 넣으면 어떻게해야합니까?나는 당신이 아는 것을 알고 있습니다.균형이 첫 번째입니다.이것은 추출되었지만 현금 금액은 현재 현금에 포함되어 있지만 이제는 약간의 잔액이 있지만 지금은 생각할 수 없습니다.잠깐 기다려요.잘못된.무엇이 잘못되었는지 계정 번호를 입력하겠습니다.그런 다음 스마트 뱅킹을 통해 지금해야한다고 생각합니다.나는 그것에 가야한다고 생각합니다.예, 봐요"
57,"예, 집 전화를 듣지 못했다면 조금들을 수 없습니다.당신은 쇼핑몰을 잘하고 있지 않지만 때로는 우리 아이들이 나를 위해 등록됩니다.2010 년 4 월, Shinsegae 다음 2008 쇼핑몰.Synthgae Mall에는 약 2 천만 건의 경매가 있습니다.그렇습니다. 그러한 부분이 있으므로 지불 할 때 신용 카드 지불 대신 현금으로 지불하기 때문에 보안 팀이 있습니다.많은 사람들이 경영진에 의해 감독되지만 많은 사람들이 소규모 또는 쇼핑몰을 운영합니다.일부입니다.따라서 인터넷 쇼핑몰의 회원 인 경우이 부분을 사용할 때 가입하지 마십시오.거주자 등록 번호가 거의 없으므로 거주 등록 번호를 삼가십시오.클릭하지 마십시오. 최근에 갑자기 사례는 친구의 전화 번호로 문자 메시지가되었습니다.'t를 클릭합니다.다시 확인해야합니다.가능합니다.그 부분에주의를 기울이십시오.절대 보안 카드 사진을 찍거나 태국 사본을 찍지 마십시오.앞으로 은행의 금융 부문에 가면 OTP 카드를 권장합니다.하나의 OTP를 발행하고 은행 계좌를 유지하는 은행 계좌로 사용할 수 있습니다.나는 카드가 만들어 졌거나 은행 계좌 나 인터넷에서 만들어 졌다고 들었습니다.나는 Shinhan Financial Group에 대해 간단히 이야기했습니다.이와 같은 그룹 조직이 있습니까?예, Sinhan Bank에 가서 통과하고 싶습니까?당신은 당신과 동의합니까?확인해주십시오.귀하의 개인 정보는 무엇을 의미합니까? 나는 Shinhan Financial Group의 자회사를위한 마케팅 자료로 사용하겠습니다."
58,"예, 만나게 될 것입니다.당신은 거기.나는 지금 IBK에 갈 것이라고 말했다.당신이 과거에 있는지는 중요하지 않습니다.그리고 그것을 움직입니다.이제 배터리의 15 %가 있습니다.나는 가능한 한 빨리 IBK에 액세스하고 OH에서 열어줍니다."
61,"나는 매우 많이 살았습니다.식별 된 ID 카드로 라이센스가있을 수있는 것을 잃어 버리거나 도난당했습니다.예, 전혀 모르겠습니다.예, 모르겠습니다.자신을 향상 시키거나 금융 가격을 얻거나 상징적 인 시즌으로 이적하십시오.당신은 이길 것으로 판단되었습니다.은행 계좌로 입금을 받았습니다.사기는 내 은행 계좌로 예금을 받았습니다.당시이 분야에서 약 3,490 만 원이 발견되었습니다.그렇습니다. 희생자들이 발생했을 때 희생자들이 호소하고 있습니다.압수 된 은행 계좌를 제외하고, 우리는 우리 편이 전달 된 상담 지점을 찾을 수 없었습니다.지금 조치를 취할 수 있습니다.나는 예를 알고있다.은행 계좌를 제외하고 은행은 어디에서 은행을 열고 개설합니까?나는 그것을 옆으로 언급했다.우리는 우리 편에서 이겼습니다.나는 성명서를 받았다.예, 저는 지금 우리가 확인한 사람들의 마지막 거래를 사용하고 있습니다.그것은 50,000 원이 미만이었다. 예, 당신은 대출이 없었습니다.'나는 그것을 가지고있다.현재 EUL Financial Supervision Service로 보내면 별도의 금액 또는 은행 사례를 찾으면 다른 계정이 발견되면 동결 프로세스가 진행됩니다.먼저, 나는 나에게 말했다.Kookmin Bank, Kookmin 계정이 있으며 50,000 원 미만입니다.지금 방문자에게 보내주세요.글쎄, 네 예 예 예"
62,"제품을 보내지 않는 데이트 방법이기 때문에 문제입니다.예, 그것은 불만입니다.그렇습니다. 1 월 7 일에 개 계정을 확인했지만 3 월 중순까지 거래임을 확인했습니다.당신이 희생자라면, 당신은 당신이 그것을 몰랐다는 것을 몰랐고, 당신은 당신이 지점을 방문한 적이 없다는 것을 몰랐습니다.내가 왔을 때, 나는 은행 계좌의 목표에 대한 보상을 담당했지만 이제는 은행과 은행입니다.나중에 사례 사이트 은행 계좌에서 실제로 찾은 증거입니다.설문 조사에서 현재 시장 조사관을 언급하고 있습니다.나는 지금 그것을하지 않는다.따라서 1 년 동안이 설문 조사 과정에 대해 이야기 할 때 계정을 종료하거나 돈을 안전한 계정으로 옮길 수 있습니다.따라서 개인이 계정을 차단하고이를 수행 할 수 없도록 차단되었음을 의미합니다.내가 언급 한 이후, 그것은 얼어 붙은 부분이므로 혼자 가면 확인하는 것이 불가능합니다.이것은 팀 연구 팀에서 일하는 측량사 인 Lee John Hune이며, 경찰서에 살고있는 경찰서에 가고 있습니다.오늘 저에게 연락하십시오.예, 할 것입니다.먼저, 우리는 처음으로 참여한 사람들을 위해이 결정을 내려야합니다.그래서 나는 당신의 계정을 확인하라고 말했습니다.따라서 귀하의 주소 주소의 거주 등록으로 출석 요청을 보내드립니다.이제 출석을 요청하면 참석하고 올바른 검을 가져갈 수 있습니다."
64,"따라서 몇 가지 사실을 확인하기 위해 연락했습니다.그것은 사람이고, 김영입니다 -80 세이지만 나는 낯선 사람입니다.나는 Sinhan Bank가 통보 한 계정 이었지만 농업 협력 번호는 없었습니다.재산이 발생하고 피해자 인 것으로 판명되지 않은 경우, 정부는 미래의 보상을 환불해야합니다.학위는 당신을 따르는 것이지만 피해자와 가해자는 혼합됩니다.이제 약 3 천만 원이므로 약 3 천만 번 승리했습니다.어떻게해야합니까?다음은 전체 설문 조사 프로세스에 대한 몇 가지 질문입니다.에.나는 그것을 얻을 때 그것을보고 할 것이다.나는 이상하게 보았다.예"
66,"Kim Tegwan 또는 Kim Tae Won이라는 것을 알고 있습니까?아버지, 나는 그런 대출을 받았고, 나는 Hana Bank의 비 지시 한 Bank를 위해 그것을했다.내가 할 수 없다면, 나는 모든 것을 잠그고, 나는 그것을 Hana Bank의 Hana Bank에서했다.은행, 나는 은행 거래에 가고 있지만 은행을 직접 방문하여 지금 은행을하고 있다고 말했습니다.다른 사람이 그것을 알고 있더라도, 당신은 그것을 신청했습니다.당신은 모든 사람을 신청했습니다.이것을하고 싶습니까?이것은 Kim Tefwa 주변의 다이어트의 불법 회원입니다.당신은 나쁜 직원이 있었고, 우리 검찰은 내부 정치를 통해 흑인이었습니다.신용 카드, 수표 카드 및 보안 카드가 발행 되었기 때문에 성명서가 발행되었습니다.은행 지점에 가서 새로운 진술, 스티커 또는 표지판이 있으면이 은행 책이 현재 열려 있습니다.나는 어려운 삶에 대한 직접적인 설명을했고, 나는 사무실에 가져 갔는지, 내 이름이 유출되었거나, 피해가 무한한 피해자 신문이었다.네, 그렇습니다. 맞습니다.나는 은행 계좌를 만들고 Kim Te Hiwan을 팔았습니다.나는 그런 식으로 주문하고 싶지 않습니다.나는 머리카락에 돈이 없거나 탈출 할 수 없었습니다.많은 낚시가 있기 때문에 의심이 많습니다.미안하지만 지금 가기에 충분합니다.200,000 원으로, 우리는 우리 편을 완전히 이해합니다.공식 문서를 공식적으로 조사하는 경우.그렇습니다. 미래의 도시를 확인할 것입니다. 그러나 과거에는 2013 년에 너무 많이 출시되었습니다.이름을 피한 경우가 있습니까?인지 부서의 이름과 이름을 말하면 모르겠습니다.예, 자연 스럽습니다.범죄 수사의 일원 인 이동은.예, 지금 전화 할게요.예, 괜찮습니다."
67,참조를 찾을 때는 일반적으로 품목을 구매할 때 돈을 찾거나 전송을 보내거나 품목을 보내야합니다.그러한 질문이 있다면 그렇지 않습니다.
68,"우리는 현장에서 많은 신용 카드와 대포 계정을 압수했습니다.이 과정에서 Hana Bank와 Nongyup의 은행 계좌가 그 과정에서 발견되었습니다.현재이 부분을 조사하는 당사자들은 자신에 대한 신청 정보를 유출 한 보상 여부 의이 부분을 조사하고 있습니다.예, 이해되었습니다."
69,"예, 거주자 등록 또는 운전석이있는 경우 거주자 등록 또는 운전자를 잃어 버리거나 손실했습니다.예.。나는 더 이상 사람이 아닙니다.나는 사람들이 전혀 모른다는 것을 모른다.아시다시피, 은행 계좌를 개설하면 은행으로 직접 이동하십시오.은행 계좌가 발행되었습니다.왁스 부지가 운영되는 동안 대포 계정이 필요했기 때문에 선박에서 130 명에게 연락했습니다.그리고 내가 지금 말할 때 사람들은 돈을 팔고 팔고 있습니다.불법 제작 카드에 대한 강 산단의 불법 불법 성을 배제 할 수는 없습니다.나는 당신에게 참조를 말하지 않을 것입니다.jeez.그건 거의 다.유한 한 캐릭터처럼 클릭 한 적이 있습니까?이제 조사해야합니다.직장을 위해 평일에 나올 수 있음을 알 수 있습니다.이것은 첫 번째 손상을 바꾸는 질문입니다.질문은 전반적으로입니다.설문 조사 과정에서 다른 기관으로 사용될 때 거짓말을하거나 거짓말을하지 않을 것입니다.나는 계속할 것이다.나는 내가 잘 이해하는 것을 모른다.당신은 여러분 모두가 나에게 말하기 전에 이미 알고 있음을 알고 있습니다.당신은 거래 중에 부산에서 거래하고 있습니다.당신은 거래 한 적이 없습니다.당신은 이것을 말하지 않습니까?그래, 아뇨.비고이프도 있습니다.지속적으로, 범죄자들은 ​​불법적으로 인정 받고 우리가 얼어 붙도록 강요했습니다.예, 당신은 당신과 동의합니까?예, Kookmin Bank 및 Nonghyup Bank와 거래하고 있습니다.예, 보안 카드가 어떻게 필요 했습니까?예제 30 또는 60 Murubaki Sidobaro OTP 카드."
70,"당신이 맞습니까?당신이 42 세의 김 돈수라는 것을 알고 있습니까?2013 년부터 2013 년까지 Gwangneung -si -si와 Gyeonggi -Do를 방문 했습니까?현재 사건의 경우 금융 은행 계좌이므로 금융 감독 서비스가 두 계정을 중단했음을 의미합니다.오랫동안 사용되지 않은 계정을 알려줍니다.이 금융 부문은 통제 설문 조사에서 실시 될 것입니다.그것은 멈 춥니 다.목소리를 조금 더 크게 만들고 싶습니다.당신은 거기에 없습니다.그렇습니다. 나는 Nonghyup과 Hana Bank를 사용한다는 진술을했습니다.두 개의 구독 계정이있는 경우 두 개의 은행 책이 있습니다.저게 뭐에요?Hana Bank에서 무엇을합니까?나는 그것이 다이어트의 학생이었을 때 만들어 졌기 때문에 그것을 사용하지 않았습니다.지금 나에게 휴면 계정을주지 않았습니까?예 예 예.예금과 서랍 수수료는 하나뿐입니다.J- 금융 부문은 없습니다.우리는 인터넷 뱅킹과 Teleban King을 사용하기 때문에 전화 또는 인터넷 뱅킹 스마트 뱅킹을 사용합니다.스마트 뱅킹 맨은 없습니다.카드입니다.보안 카드가 사용되며 스마트 뱅킹은 현재 Nonghyup을 사용하고 있습니다.이제 오랜 시간이 있다면 계정에이를 증명해야합니다.백만 번 미만.아니요는 없지만 500,000 배 미만입니다.기다리세요.지금 연락 드리겠습니다."
71,"네, 어디 계세요?예, 서울의 경찰 기관.씨앗은 동일하지 않습니다.설문 조사 팀은 올해 29 일 구와 낙 세계에서 서울에서 4 명을 추천했습니다.ID 카드가 확인되고 확인되었습니다.총 4 천 5 백만 명의 수상자가 불법 자금 세탁에 사용되었다는 사실로 매일 확인되었습니다.은행 계좌는 아니지만 은행 회사의 경우 나 자신을 방문해야하지만 나는 그것을 가지고 있지 않습니다.계정.Soul Metropolitan Police Institution을 한 번 확인하십시오."
72,"여보, 당신이 40 년대에 남자라는 것을 알고 있다면, 당신은 당신이 당신의 40 대인지 또는 그것을 모른다는 것을 알고 있습니다.ID 카드 보안 카드 주문을 지불했습니다.많은 사상자가 대포 은행 계좌로 발생했으며 그 이름은 범죄 사이트에서 사용됩니다.당신은 불평 할 권리로 행동 할 수 있습니다.예, 당신은 사건의 내용을 이해합니다.피해자의 증거를 통해 피해자의 시위를 통해 진행됩니다.김과 김의 파티는 아무것도 남기지 않는다.소음이 심각하거나 트리플 음성이 재판의 목소리보다 더 크면 재판의 법적 증거로 채택 할 수 없습니다.전화와 전화로 응답하십시오.큰 대답을 해주세요."
73,"당신은 당신이 42 세의 맨 Kimchuru라는 것을 알고 있습니까?카드와 2 차 총괄 관리자는 압수되었고, 비 -고장과 사람들은 두 가지 계정 이름으로 설립되었습니다.피해자의 피해자가 확인되었습니다.당신이 그것을하지 않는다면, 당신은 그것을 증명해야합니다.기록 데이터는 시험의 증거로 얻을 수 없습니다.Kookminbank와 Migeum에서 은행 계좌가 개설되었다는 사실은 없습니다.한 번간 잡지 지점.감독자의 제조 기록이 일치하지 않으면 Kim Chun -Cheol은 토지의 다른 기금을 고려하여 동결됩니다.나는 간단한 진술을한다.놀라다.그러나 나는 이러한 간단한 주문을 받고 미래에 검찰과 연결되어 있지만 검찰은 더 자세히 읽고 설명합니다.나는 내 계정을 요구하지 않거나 계좌 번호가 있지만 크지 만 이것이 당신의 피해입니다.계정이 있는지 말해 줄 수 있습니까?앞서 언급 한 Nonghyup과 걱정은 당신이 사용하는 계정이 아니라 시장에서 사용되는 부분입니다.나는 당신의 이름을 쉽게 제출하라고 말했습니다.그는이 부분이 Kim Churu의 일상적인 생각과 대조의 일부라고 말했습니다.당신은 그것을해야합니다.자주 사용하지 마십시오.예, 나중에 얘기하겠습니다."
74,"그렇습니다. 이것은 서울 중앙 검찰청입니다.Chon -Dam 범죄 수사 팀의 측량사 이상입니다.얼마 전, 우리는 Kim Dong Cheol에 의한 금융위원회였으며 신용 카드 담당자는 현장에서 발견되었습니다.안전한.나는 그것을 시도했지만 은행 계좌가 내 이름으로 열렸을 때 확인되었습니다.올해는 Chorsan -dong, Gwangmyeong -si 및 Gyeonggi -do에서 열렸습니다.신분증, 메뉴 또는 지갑?네 가지 사례의 경우 중국에는 약 180 명이 있습니다.나는 그것을 번거롭게하기 위해 몇 가지 질문을하겠습니다.김동 -체올?2015 년 1 월 7 일, IUR은 Gyghyeong -si, Gyeonggi -do, Cheolsan -don -don -don에 비 지시 및 Sinhan 은행 계좌를 개설했습니다.이름이 스스로 열리거나 이름이 도난 당했기 때문에 기본의 기초를 기반으로 한 부분.이것에 대해 누군가가 있습니까?예, 당신은 분야와 Sinhan Bank에서 발견 된 비 hips에 무엇을 사용하고 있습니까?진술 해주세요.직접 개방 된 금융 부문이라고합니다.맞습니다.일본의 경우, Nonghyup Bank의 경우, 나는 약간의 계정이 있고 그것이 무엇인지 모르지만, 나는 nongyups의 수를 모릅니다.Nonghyupbank의 계정 수를 알아야합니다.당신이해야 할 목적에 대해 거짓말을하고 있다면, 당신이 언급 한 부분은 번역을 피할 수 있습니다.아니면 직접해야합니까?당신은 그것을 주어야하지만 지금 저에게 연락하십시오.글쎄, 당신은 모든 응용 프로그램에 대해 당신 안에 있습니다.4 대의 자동차가 모든 자동차로 이동하여 Sinhan Bank로 옮겨지면 몇 가지 계정과 어떤 목적으로 사용됩니다.계정 가수는 그것을 사용하고 눈으로 사용하지 않습니다.당신이 한 일은 없지만, 비 지시 은행의 비수가 있습니다.그것은.예, 오프닝 포인트에 대해 생각하십니까?。그것은 집 앞의 모든 가지입니다.나는 지점을 모른다.그는 Woori Bank에게 지금 금 도어를 옮기기 위해 그것을 사용하라고 말했다. 그러나 그는 마지막으로 보았을 때 남겨졌다.그래서 돈이 없습니다.현재 균형.예, 올려다 보면 현재 원인이 설명되어 있다는 균형이 없습니다.예, 지금까지 생성 된 콘텐츠가 있습니까?"
75,"예, 저는 전화입니다.당신의 이름은 메모가 아닙니다. 예, 이제 내기를 써야합니다.이 경우의 내용.사실은 어떻게 했습니까?예, 이제 예수님을 말해 주면 지금 온라인입니다.우리는 모든 것이 관련되어 있다고 판단하지 않습니다.당신이 이것을 보면, 당신은 실제 일에 관여하고, 어떤 사람들은 그들의 이름을 팔고 팔고 있습니다.나는 당신에게 연락했지만, 당신이 그것을 볼 때, 연고는 약간 알려지지 않았으며 약간 수익성이 있습니다.죄송합니다.조사관을 통해 문의하여 지금 확인해야 할 것이 있는지 확인하십시오.우리 편에 사용하십시오.방금 말한 것을 알고 있습니다.그렇기 때문에 정확한 내용을 전달합니다.기본적으로 저는 거래 기록의 일부를 열었습니다.이것은 약 1 년 6 개월에서 2 년입니다.발생하고 확인 하고이 소득이 합법적인지 확인하십시오.우리 편으로 확인 인증서를 받고 사건을 받으면이 인증서를 받게됩니다.피해자의 고발과 현재 사용중인 이름 의이 부분을 보상하려면 지금 당장 찾고 있습니다.또한 수행 할 수있는 부분이 있습니다.이 불만에 대한 철수는 구매자의 손상으로 인해 발생했습니다.구현 사용에 안전한 것으로 보이는 하나의 계정 선언 절차를 받게됩니다.이것은 조금이지만 보고서를받을 수는 없습니다.보고서를 받으면 향후 5 년간 안전 조치가있을 것입니다.보시다시피,이 케이스에 연결하거나 내릴 수 없을 때 벗을 수 없습니다.그러나이 모든 것이 나열되어 보호 될 수 없습니다.같은 부서 만 발견되었고 200 명 이상이 있지만 일부는 가해자로 의심되지만 피해자라고합니다.당신이 그것을 모두 보호한다면, 나는 이것을 부분적으로 알고 있으므로이 계정을 확인하면 안전하다고 생각합니다.글쎄, 당신은 당신을 알고 있으며, 당신이 이용 약관을 보면 교장을 위해 돈을 잃을 수 있습니다.따라서, 당신이 이것을 잃어 버려도, 당신이 그것을 보더라도, 이것을 확인할 방법이 없습니다.들을수 없어."
76,"연락 할 수 없습니다.저는 Park Hyun -I Am 42 세입니다.점프 로그입니다.사건의 내용을 물어봐야합니다.나는 지금 내 휴대 전화로 그것을받지 못했고 사무실 전화를 계속 진행하고 있습니다.이름의 이름으로 열린 부분이 있었 으므로이 부분의 신원에 대해 연락했습니다.설문 조사 과정에서 은행 부서에 조사를 요청했습니다.사용될 때 사용되었습니다.나는 최대 6 천만 명의 불법 임무를 확인했습니다.나는 양반을 모르면 은행 계좌를 쓰지 않습니다.나는 피해자이거나 은행 책을 계산하는 사람이며, 나는 내 이름의 피해자가 아닙니다.나는 잠시 후에 피해자를 가르 칠 것입니다.경우에 따라 일부 사람들은 은행 계좌를 개설했습니다."
77,4 개인 정보가 유출되었고 피할 수있는 사람은 그 부분을 조사하고있었습니다.그러니 거짓말이나 미소를하지 마십시오.당신이 아는 것을 알고 있다면 정직하십시오.나는 그것을 듣지 못한다.나는 그것을 조금 크게들을 수 있습니다.나는 잘 기록 할 수 없다.듣다.
79,"예, 얼마나 멀리 말 해주세요.나는 그것에 대해 이야기해야한다.1 년 동안 재정적 제한이 없다는 것을 증명하지 않으면 메인 스토어 웹 사이트에보고하는 것이 가장 중요합니다.관계를 확인하지 마십시오.우리는 그렇게하지는 않지만 계정 투기 설문 조사를 통해 Kimmin-Soo Party의 상황을 확인할 것입니다.진정한 돈을 벌고 은행 책을 판매하거나 찾은 경우 개인적인 측면으로 가십시오.자신에 따르면, 나는 개인 정보 논문 보고서 센터에서보고합니다."
80,나는 도시에서 두 개의 구절을 발견했고 Shinhan Bank와 Kookmin Bank로 확인되었습니다.나는 그것을 비교하고 내 이름이 내 계정으로 확인되었음을 확인했습니다.나는 당신에게 연락했습니다.그래서 당신은 법적으로 불리한 위치에 있습니다.
81,"나는 이제 9 월 15 일 날짜에 장로들을 확인하고 있습니다.그렇습니다. 회사는 불법보다 앞서고 있으며 피해자는 은행 책에서 발생했습니다.그들 대부분은 개인 정보와 많은 사상자의 도난으로 인해 손상되었습니다.피해자의 피해자 의이 부분을 확인합니다.나는 증거가 없기 때문에 몇 가지 질문을합니다.내 목소리의 희생자들이 기록되었습니다.다시 말하겠습니다.잠시 말씀 드리겠습니다.앞으로 음성 녹음이 있었습니까?현재 2014 년 9 월 15 일 날짜를 살펴보면 Hana Bank, Shandong Nongyup Bank, Gwangmyeong -Si 및 Gyeonggi -do가 개설했습니다.지갑과 같은 개인 정보를 포함한 이러한 항목은 손실이 없습니다.당신이 그것을 보면, 당신은 불만족하지 않을 것입니다.그리고 고용 후 기간 동안 상태에 직면 한 상태에 사용됩니다.귀하의 개인 정보가 유출되고 있다고 금융 부문에 연락 했습니까?나는 그것을하고 있었다.이름이 맞는 다른 예금 금융 부문의 경우, 예제 이름으로 다른 대포 계정이 열렸습니다.나는 그것을 할 수있다.현재 거래가 있습니다.아무것도 남아 있지 않습니다.당신은 Non -hip Hana Bank에 있습니다.은행이나 기타 금융 계정이 나오면 얻을 수 있습니다.나는 이것에 대해 이야기 할 것이다.의사 소통이 필요할 때, 나는 그것을 얼려서 그것을 해결하지 않습니다.나는 하나의 은행 만 사용했다고 말했기 때문에 다른 은행이 확인한 대포로 확인되지 않았다고 말하면서이 계정을 영원히 느슨하게 할 필요가 없지만 항상 몇 년이 걸릴 것입니다.Sinhan Bank Banks가 나와 Uri Bank를 제외하고 Sinhan Bank를 동결시킵니다.나는 나 자신을 사용한다.나는 잠시 동안 나 자신을 사용하고있다.Sinhan Bank 이외의 다른 금융 은행 계좌가있는 경우 모든 처리가 해결되지 않습니다.Wooribank가 직접 개설 한 계정 수는 일반 장군으로 사용됩니다.예금 아래.액체가 작은 경우, 그것이 남아 있으면 정상임을 확인합니다.새로운 정체성이 있으며 Kookmin Bank는 약간의 시간이 있습니다.예, Sinhan Bank는 감소하고 얼마입니까?이것은 약 200,000 원입니다.예, 예, 그렇습니다. 진술이 있습니다. 한 번 확인하십시오.나.숫자 0202530530 Yo 1143004 및 Gong Gongsa의 수"
82,"케이스를 수락하기 위해 주차장에 연락했습니다.은행 책에서 찾았습니다.INA Finance God는 7 월에 Gwangmyeong -Si와 Gyonggi -do를 방문했습니다.귀하의 휴대 전화는 무엇입니까? 그러나 내 계정은 발행되지 않았습니까?다른 점이 없다.나는 당신에게 연락했습니다.예, 당신은이 회사에 대해 아무것도 모릅니다.예, 몇 가지 질문을합니다.질문이 없습니다.나는 그것을 전혀받지 못했습니다."
83,"당신은 당신을 전혀 모릅니다.당신은 서울에 있지만 설문 조사는 없습니다.이제 우리는 남부 검사실에서 큰 신용 카드와 전형적인 은행 계좌를 압수했습니다.한국 은행에 대한 은행 계좌를 찾으십시오.예,이 계정을 알고 있습니다.나도 몰라.나는 이것을했지만 지금 그것을 보는 것이 옳다고 확신합니다.예, 당신은 오늘 당신에게 연락했다고 확신합니다.우리는 현재 일본에서 당신뿐만 아니라 현재 약 200에 관여하고 있으며, 현재는 피해자 또는 가해자입니다.거래가 중단되면 설문 조사 정보가 유출되고 최근의 손상 사례가 급격히 증가하여 시간당 임금이 급격히 증가하고 있습니다.전화를받은 사람이 당신에게서 왔습니다.받은 피해는 무엇입니까?그래서 이제 나는 도난이 도시의 이유라고 생각했습니다.은행 북은이 모든 예금을 계정에 사용하여 잔액을 기록 할 수 있습니다.나는 그것을 금융 감독자에게 전달하고 다시 조사합니다.최근에는 많은 목소리 피싱이 있기 때문에 많은 사람들이 현재 소환을 요구하고 있습니다.글쎄, 우리는 그것이 받아 들여질 때까지 조사 될 때까지 책임을지지 않습니다.피해자라면 몇 가지 질문을하겠습니다. 그러나 지금은 기록적인 설문 조사를 할 것입니다.당신이 맞습니다.Kim Myung -Gil은 자신이 39 세의 사람이라는 것을 알고 있습니다.Kim의 계정이 그의 계정이라는 것을 알고 있습니까?이 용도의 현탁액은 폐기되기위한 것입니다., 우리는 실업자로 얼어 붙은 것으로 간주됩니다.나는 그것이 Sinhan Bank라고 생각합니다.저는 Sinhan Bank와 Sinhan Bank입니다.은행 서적과 많은 은행이 있습니다.현재 인터넷 뱅킹을 사용하고 있습니다.내가 사용할 게.나는 지금 그것을 사용하고있다.나 자신을 열어 준 은행 책이 있습니다.이것이 첫 번째입니다.아니.앞에서 언급했듯이 오류가 너무 많으면 지금 불법으로 간주되어야 하므로이 분야에서 조금 알려주십시오.정확하지 않습니다.약 50 만 원입니다.안녕하세요, 예, 지금 계속 이야기해야합니다.오랫동안 가야하므로 지금 그만두면 다음 전화를 보관해야합니다.당신이 돈을 잘라 내면, 나는 녹음하려고하지는 않지만 나는 당신에게 말했지만 나는 녹음하고 있습니다.경찰서 이름을 텍스트로 알려 드리겠습니다. 전화 번호를 알려 드리겠습니다.퇴근 후 전화하십시오.일 후에는 어떻게됩니까?다른 사람이 아닙니다."
85,"이봐, 당신은 잘 했어.그렇습니다. 나는 당신의 아버지의 형제, 나의 아버지, 나의 아버지, 아버지가 무엇인지 알고 있습니다.이 과정에서 Nonghyup Bank와 Hana Bank의 은행 계좌는 이런 식으로 압수되었습니다.나는 당신이 있는지 물어볼 것입니다.예, 무엇을 알고 있었습니까?당신이 아는 것을 알고 있습니까?"
